kOsc1Wave,kOsc1Coarse,kOsc1Fine,kOsc1Split,kOsc2Wave,kOsc2Coarse,kOsc2Fine,kOsc2Split,kOscMix,kFmMode,kFmCoarse,kFmFine,kFilterEnabled,kFilterCutoff,kFilterResonance,kFilterKeyTrack,kVolEnvA,kVolEnvD,kVolEnvS,kVolEnvR,kVolEnvV,kModEnvA,kModEnvD,kModEnvS,kModEnvR,kModEnvV,kLfoAmount,kLfoFrequency,kLfoDelay,kVolEnvFm,kVolEnvCutoff,kModEnvFm,kModEnvCutoff,kLfoFm,kLfoCutoff,kVoiceMode,kGlideSpeed,kMasterVolume
2,-16,-0.628998,-0.011002,2,-16,0.410736,0.002017,0.879196,1,29,0.961243,false,3063.763123,0.150482,0.706696,995.425745,958.901711,0.176636,944.415624,0.220612,990.223698,976.929910,0.243423,958.783785,0.534332,0.033493,2.796521,998.392307,-15.279785,-6439.208984,-12.679688,1130.615234,21.886230,-5437.011719,1,945.518483,0.110939
4,-8,-0.303650,0.008082,4,-8,-0.922211,0.004821,0.219406,0,45,0.831573,false,3558.860168,0.290558,-0.105835,992.419538,982.397570,0.834442,999.850868,0.128647,972.068061,972.244785,0.947128,983.445877,0.818893,-0.077979,2.241156,999.241603,2.395752,-5562.988281,10.180664,-1814.453125,-20.540039,7815.673828,2,941.316908,0.494736
4,-9,0.322693,-0.022792,5,-9,-0.259644,0.009560,0.754288,0,25,0.629608,true,4193.256531,0.334473,0.373444,991.998418,986.139516,0.682358,996.127324,0.307404,940.129373,996.600672,0.065979,966.001928,0.272766,-0.061603,3.991963,998.581530,23.597900,4055.908203,-21.747803,-3429.687500,-7.644287,-4883.544922,2,941.172241,0.405388
5,12,0.183716,-0.022815,1,12,-0.043488,-0.019740,0.605255,0,39,-0.693481,false,3945.708008,0.302307,0.311981,985.120123,999.055929,0.669388,934.779543,0.058060,988.879703,917.977815,0.446487,926.705278,0.435486,-0.066434,2.001669,998.837983,21.058594,4970.703125,-1.328613,239.013672,13.168945,-1216.064453,1,875.343168,0.100014
3,-4,0.569489,0.006582,1,-4,0.646667,-0.017747,0.017258,0,37,-0.550201,true,3951.187439,0.132202,0.884155,979.450997,969.920017,0.645538,979.501522,0.592926,992.342973,967.574145,0.375946,949.908676,0.032501,-0.094101,1.530401,998.357442,22.424561,2754.150391,-20.002441,-1971.679688,-8.997803,7690.429688,2,932.746633,0.126854
3,-20,0.131531,0.006416,3,-20,-0.716736,0.013774,0.993668,0,30,-0.809082,false,1224.135437,0.690094,0.671265,916.132981,990.434832,0.301849,975.573350,0.412094,990.299106,987.271941,0.863861,928.300720,0.478775,-0.052982,0.254650,999.264807,16.427490,-4740.234375,20.876953,-1400.146484,-15.581543,-813.476563,1,990.802118,0.019821
3,-2,0.542358,0.018580,5,-2,0.208801,0.006912,0.948242,1,36,-0.182159,false,5353.921814,0.485474,0.739777,972.669949,993.834568,0.344696,992.602563,0.023849,947.580410,980.563522,0.017105,990.985801,0.532608,0.013605,2.254243,997.811856,-19.942383,5303.710938,-23.959717,-2237.548828,7.912354,3306.152344,1,994.249801,0.198608
0,20,0.396912,0.022337,2,20,-0.405060,-0.006956,0.491028,1,2,0.683502,false,2868.451843,0.064316,-0.337433,989.475475,954.743047,0.041336,974.584327,0.730713,982.863640,991.522413,0.095490,985.922333,0.390030,0.030664,0.139545,999.478994,22.669189,-2567.382813,-22.045898,1085.449219,-21.730957,1618.896484,0,801.877728,0.470627
1,-9,0.241180,0.016855,4,-9,0.445770,-0.001971,0.077698,0,46,0.318481,true,3067.659607,0.440216,-0.852234,991.847736,979.439851,0.110016,991.617377,0.777863,895.334133,981.792627,0.164047,997.379471,0.257294,-0.053299,1.566572,998.835054,-17.363525,-4814.208984,-13.492676,361.572266,-2.363525,-2878.662109,2,952.119709,0.207138
4,-12,-0.208740,-0.009078,3,-12,0.370239,0.020994,0.008835,1,26,-0.383240,false,295.310974,0.242767,0.430054,981.311672,989.729435,0.189362,975.250033,0.634354,985.975977,998.348821,0.106461,934.943245,0.921021,-0.063416,2.829576,999.920352,-13.144775,6584.228516,1.395264,-284.179688,-5.679932,5300.781250,1,966.049596,0.445213
1,6,0.583099,0.001091,2,6,0.688629,0.022253,0.450806,1,7,0.048859,false,7722.740784,0.764145,0.612976,939.723073,956.356677,0.234314,991.716734,0.774948,923.220391,964.910801,0.783661,985.115332,0.275574,-0.084592,2.261295,998.855764,-11.945068,-867.431641,-23.122559,5995.605469,-6.568359,-3688.232422,1,985.717794,0.177750
0,5,-0.371643,-0.003077,1,5,0.177307,-0.022382,0.447617,0,47,-0.680725,true,3057.431335,0.392075,-0.844513,992.194843,993.850094,0.515259,988.513724,0.846512,983.342547,994.017850,0.459885,948.150249,0.245743,-0.068857,7.913571,999.718875,14.381836,-2918.945313,-9.987305,6453.369141,23.578857,29.296875,0,881.891581,0.243050
1,-15,0.164185,-0.022533,3,-15,0.215363,0.005783,0.106140,2,8,-0.876678,false,5406.159058,0.401871,-0.835083,987.520240,983.545871,0.297928,975.445932,0.692734,969.663842,968.308306,0.756531,966.021034,0.860977,-0.036575,1.793582,998.289675,10.532227,1489.501953,-5.055908,83.740234,0.263672,2607.177734,0,972.963645,0.445435
0,-24,-0.406708,0.010655,4,-24,0.952026,-0.019531,0.724930,2,41,-0.453064,false,5902.960815,0.419296,0.322021,983.233629,987.387325,0.920380,996.092699,0.900650,986.205817,971.755162,0.968414,969.070785,0.488495,-0.012381,0.258029,999.989525,-11.018555,-7645.263672,-5.466064,5185.058594,-8.863770,1288.330078,1,901.032118,0.035522
4,-10,-0.986237,0.014375,2,-10,-0.847046,-0.004408,0.323059,1,25,0.959961,false,3402.635498,0.725784,0.204926,963.862456,996.450433,0.265823,999.539884,0.848068,961.688595,977.056610,0.614883,978.444409,0.419815,0.088586,1.027272,999.989987,7.316895,6877.929688,-16.308105,5718.994141,22.380615,-2260.742188,1,969.023092,0.314674
3,6,-0.411896,-0.015044,5,6,-0.111450,0.022094,0.097137,2,11,-0.466125,false,4570.850220,0.447433,0.376770,979.827904,986.363320,0.417267,977.791733,0.355011,987.102302,935.643381,0.953140,994.506558,0.913666,0.015002,2.667390,997.803929,23.452148,-7166.259766,7.141846,4557.373047,-11.095459,-5446.289063,1,815.037221,0.007126
3,-8,0.752411,-0.002172,5,-8,-0.929657,-0.004274,0.705307,1,35,-0.695313,false,1024.197083,0.512085,0.130768,998.601336,958.098553,0.104431,948.805021,0.679443,981.841000,952.945523,0.980347,999.523963,0.746506,0.059222,2.417464,994.259481,7.864746,5426.269531,-19.920410,-612.792969,15.938232,-6087.402344,2,751.247670,0.403717
4,-24,0.791290,0.012298,5,-24,-0.966003,0.011704,0.100098,1,15,0.093842,false,6396.109619,0.237000,-0.115570,988.322101,999.329400,0.399063,992.195878,0.611115,975.869803,985.451232,0.155228,984.250532,0.975388,0.038739,0.225100,999.252097,0.879639,3643.310547,15.897949,1145.019531,-7.859619,-537.109375,2,987.724363,0.492897
1,6,-0.887146,-0.013037,2,6,0.595245,-0.023522,0.121445,0,33,-0.968170,false,3031.495361,0.772400,0.409424,980.502762,977.801805,0.230667,954.316543,0.551361,980.275671,994.043376,0.327347,995.092545,0.074707,0.016852,0.542922,998.899705,-21.739014,-2461.914063,5.618408,5194.091797,-12.160400,-6008.300781,2,962.987001,0.493103
3,-4,0.814087,-0.017142,4,-4,0.237183,-0.006434,0.007660,0,9,0.064484,true,447.152100,0.009796,-0.412445,992.997332,954.278690,0.304977,984.993884,0.916046,985.284521,992.079666,0.119202,990.530627,0.879303,0.045984,3.195315,999.944235,-17.826416,4529.296875,-2.004639,1762.207031,-9.110596,-7004.394531,0,956.982119,0.174850
2,23,-0.392090,-0.015762,5,23,-0.526337,-0.001632,0.158615,1,47,0.552460,false,3131.464539,0.260620,0.969421,974.272126,989.322913,0.312851,935.836824,0.328232,976.856814,998.614218,0.977295,936.164138,0.664764,0.034189,0.812382,998.332534,-13.593018,659.179688,2.471191,-5224.121094,1.568115,4841.552734,2,937.295007,0.048462
4,9,0.628204,0.014533,4,9,0.423889,0.024131,0.622314,0,6,0.912842,false,80.273743,0.592209,-0.878174,986.666403,987.860255,0.626282,972.680065,0.790085,993.600043,964.912338,0.236862,978.025102,0.720688,-0.052814,5.661501,999.742142,-11.578125,-3814.941406,23.307129,2484.130859,23.955322,2821.044922,0,929.464049,0.117561
1,10,-0.815277,-0.009355,3,10,-0.985687,0.017355,0.713745,0,42,-0.126160,false,5578.700256,0.672302,0.569611,971.296140,999.867737,0.029770,980.348563,0.775604,987.446692,993.013377,0.682816,996.764314,0.520920,0.035928,3.196666,999.135495,-1.676514,3145.263672,16.438477,-1308.593750,-9.529541,5660.156250,0,865.455870,0.460762
1,0,0.562775,0.001669,2,0,-0.915192,-0.017072,0.220062,1,23,0.998444,true,2747.660828,0.712387,0.071991,999.440704,977.711926,0.887695,983.142010,0.376358,983.611346,998.928627,0.092056,990.879722,0.130539,0.025818,4.483164,999.722505,23.290283,-3663.818359,-11.140869,-265.136719,20.436035,-3888.916016,0,966.698914,0.285110
3,20,0.885925,-0.022314,3,20,0.818146,-0.004751,0.124237,2,31,-0.629456,true,6960.369263,0.008316,0.028564,959.977779,919.049866,0.060959,996.677198,0.210617,993.600533,945.505794,0.054474,997.967790,0.654419,-0.023645,0.101215,999.679812,-3.811523,-5788.330078,-4.204834,4537.841797,11.742188,5411.132813,2,987.150394,0.107994
5,-22,0.316101,0.010403,4,-22,0.563110,0.005423,0.688644,2,35,0.090851,true,7105.391541,0.152527,0.118561,937.825767,989.658033,0.698242,981.181583,0.241913,964.395325,980.379975,0.340607,987.632641,0.521225,-0.008755,3.754920,998.346661,10.310303,7644.775391,16.250244,3740.722656,11.048584,-1973.144531,1,960.734451,0.489563
0,-22,0.234253,0.007824,5,-22,-0.808746,0.019356,0.305405,0,24,0.464111,true,7035.620117,0.415329,-0.899384,976.639113,945.826182,0.172363,990.720590,0.746475,964.900043,935.303647,0.031586,948.440764,0.174194,0.087271,4.243292,998.051980,14.374512,1248.291016,-17.559082,-252.197266,4.369629,3408.203125,1,902.160082,0.150986
5,-9,-0.888763,-0.000954,4,-9,0.704895,0.020866,0.456253,1,46,-0.979065,true,744.015503,0.142639,0.678040,996.514305,995.607937,0.375732,995.616537,0.851517,991.870290,998.562246,0.891479,975.657270,0.629227,-0.091919,1.895926,999.570985,12.610107,7875.976563,-2.213379,-2106.445313,-4.635498,-3160.888672,1,768.570084,0.173065
2,20,0.726501,-0.013002,2,20,-0.047302,-0.020962,0.923889,2,22,0.286163,true,4868.809509,0.323624,0.066193,935.006314,950.262922,0.380234,987.237978,0.070923,975.991148,855.833620,0.677261,989.889783,0.081100,0.065131,4.598501,999.667743,-21.673096,-6639.648438,-3.167725,1360.107422,-0.346436,2511.718750,0,828.220267,0.426033
1,-13,0.733826,-0.003572,1,-13,0.064911,-0.023243,0.996323,1,7,-0.103546,true,3383.153076,0.585907,-0.178955,920.763532,976.791130,0.061462,944.426276,0.891815,995.747447,939.882132,0.381363,999.681568,0.053482,-0.087338,0.689201,999.696047,-20.422852,6659.423828,-10.872803,5481.201172,-21.941895,-3565.185547,0,668.880781,0.389061
5,13,0.207092,-0.016675,3,13,-0.498138,-0.017919,0.324280,2,1,-0.396759,false,6087.313232,0.113632,-0.411316,995.086538,986.722346,0.387894,956.201766,0.510223,994.054927,993.186719,0.749176,984.912592,0.194580,-0.072287,0.330825,997.798563,7.935791,-5123.535156,-12.833496,-7007.812500,-19.369629,-3759.521484,0,775.093762,0.203171
5,-20,-0.004364,0.023644,4,-20,-0.831482,0.002600,0.797791,2,8,-0.526703,false,5340.162354,0.366776,-0.033386,991.760477,966.953781,0.602875,989.533600,0.841705,989.297977,994.636222,0.939804,984.073530,0.088715,-0.000232,9.320807,999.769098,12.982910,4799.560547,15.657715,-2489.257813,-19.769531,6477.539063,1,985.690026,0.315239
1,10,-0.051086,0.006820,1,10,0.848633,0.001485,0.516006,0,12,-0.505707,false,6694.434204,0.233902,0.491211,986.548969,990.459785,0.691422,946.198544,0.346481,933.478418,984.163963,0.596802,991.205253,0.402298,0.072083,4.273643,999.879430,13.944580,-1126.464844,-19.390137,-1217.773438,-0.204346,632.080078,0,931.722610,0.238449
2,-18,0.065613,-0.006303,2,-18,0.257904,-0.008868,0.787796,1,15,0.912140,false,4470.150452,0.685547,-0.877380,974.216189,993.111932,0.313950,989.938482,0.394363,983.406354,951.588279,0.853806,988.824787,0.080048,0.046536,3.648319,998.269647,10.913818,-6130.859375,-14.137207,-1881.103516,-8.715820,-1279.052734,0,816.734365,0.206161
2,-13,0.208679,-0.022642,5,-13,0.494141,-0.004914,0.081604,1,37,0.893127,true,6561.710205,0.679565,0.796204,996.354325,990.688753,0.167801,986.511430,0.978989,965.728421,967.934423,0.506271,942.663270,0.501312,-0.073059,6.915126,999.889976,-14.906250,4143.798828,13.905762,-104.003906,-14.940674,6744.628906,2,882.288108,0.013039
5,-10,0.906982,0.000238,1,-10,0.210297,0.014394,0.065201,1,2,0.421204,false,2145.288696,0.181870,0.546143,997.020897,998.901976,0.569305,940.856229,0.873367,987.910559,992.988804,0.783585,988.368488,0.836685,0.035785,0.175760,999.519384,-1.521973,3659.667969,-0.699463,4874.755859,6.930908,-5855.957031,1,995.577678,0.449623
1,6,-0.027557,0.001545,4,6,-0.906647,0.020459,0.880920,1,0,0.282166,false,7347.825928,0.105225,-0.986298,976.402082,926.690406,0.620361,998.713037,0.047333,989.846668,916.016377,0.653183,919.080670,0.899536,-0.006335,9.421089,998.665541,-7.075195,3857.666016,9.151611,-4101.074219,-17.572998,7272.949219,2,965.580393,0.341774
2,-12,0.187347,-0.002549,4,-12,-0.336792,-0.014821,0.125977,1,26,-0.389008,false,2609.700928,0.750916,-0.887726,963.851231,981.880721,0.688278,993.721232,0.309433,993.691477,963.461641,0.732697,966.376935,0.435333,0.034940,0.370603,999.166928,16.569580,-1676.513672,11.706299,-3077.392578,5.556152,4587.646484,2,955.522333,0.295601
4,-10,0.818634,0.005698,2,-10,-0.115051,-0.000294,0.633011,2,47,0.826111,false,5654.438171,0.967667,-0.115417,961.749797,937.230406,0.050003,918.884896,0.983612,987.594816,998.846598,0.403534,957.988910,0.924561,-0.052408,1.024870,998.372156,19.372559,-874.023438,-21.171387,-2878.417969,-14.709961,2448.974609,2,790.614418,0.123619
3,17,-0.891388,0.008151,2,17,0.429810,0.005534,0.870346,1,40,-0.027618,false,2975.118103,0.199371,-0.886719,995.225245,998.716645,0.543518,983.376304,0.283066,992.221228,994.191689,0.785339,981.095819,0.984253,-0.074026,5.762041,998.711506,1.738037,-7060.302734,-0.798340,178.710938,7.127930,7215.576172,2,783.701768,0.266785
2,-6,0.930542,-0.014829,1,-6,-0.427216,-0.024152,0.174011,2,31,-0.811462,false,7690.351257,0.786255,-0.291534,996.939380,988.210909,0.160431,980.489606,0.941681,992.248620,933.706709,0.883331,975.600355,0.002762,-0.012009,0.119452,999.096100,-5.685059,4744.873047,-20.685059,-1907.958984,11.551025,-6767.333984,1,890.256724,0.179611
4,-8,-0.239502,0.016943,3,-8,0.164398,0.003548,0.644821,0,43,0.369232,false,879.905396,0.795837,-0.719604,912.545385,992.513771,0.344727,992.798438,0.052872,946.823870,999.022677,0.503448,987.537039,0.915024,0.078900,1.330836,999.670716,2.311523,7747.070313,-1.768066,4682.617188,3.202881,1388.183594,1,666.086383,0.390739
1,10,-0.091248,0.007561,2,10,-0.694092,0.022897,0.225021,2,5,-0.691559,true,3262.118530,0.184723,0.139069,975.145397,999.852402,0.102066,967.396888,0.479050,958.070174,973.251058,0.081818,969.557061,0.590714,0.043076,1.249866,998.328322,15.184570,-5390.869141,-8.808105,-797.607422,1.935791,-3256.103516,2,959.948677,0.408554
4,13,-0.035217,-0.024564,0,13,0.068512,0.013528,0.947479,0,38,0.430695,true,6343.020020,0.403183,-0.840118,989.076537,998.905956,0.166473,989.036706,0.444244,948.070966,881.187845,0.139114,925.911650,0.937180,-0.071341,9.885225,999.951500,1.394531,6423.583984,-8.975098,5725.830078,22.315430,-1571.777344,1,901.187920,0.122940
0,16,-0.205872,0.002381,3,16,0.256866,-0.021586,0.172791,1,20,-0.350677,false,133.606873,0.647522,0.033569,974.662290,959.711721,0.527313,973.397792,0.050705,995.092545,997.265172,0.325317,991.727809,0.021805,-0.081158,3.257624,999.352208,19.508057,5611.572266,-9.446777,-1035.644531,12.929443,2973.144531,0,819.185193,0.171822
4,-23,-0.734741,0.007726,4,-23,-0.664001,-0.006946,0.277359,1,48,-0.137024,false,5921.347351,0.804459,0.203033,967.665050,996.176960,0.571533,989.966753,0.527924,989.504842,975.515240,0.275696,978.075863,0.240768,0.065552,5.315391,996.856917,-20.756836,-5427.001953,4.822998,515.380859,-2.853516,-1731.201172,1,952.354247,0.312943
4,-14,-0.763489,0.010400,4,-14,-0.331940,-0.011534,0.481003,2,30,0.998383,false,4775.902710,0.203064,-0.273438,987.592954,976.046200,0.979599,993.028410,0.129639,995.919763,996.718843,0.318100,921.376527,0.441528,0.089169,1.935127,999.491854,-19.048096,2289.550781,11.336426,1545.166016,-11.338623,2003.173828,2,765.272787,0.423973
3,-6,-0.138550,0.022129,4,-6,-0.852814,0.009451,0.501053,2,30,0.600281,false,4873.923645,0.107208,-0.326508,990.506850,968.439244,0.189362,993.948851,0.838440,971.303266,999.445770,0.476685,978.488094,0.677322,-0.005295,0.122467,999.319105,-19.271484,1951.416016,3.994629,-7102.050781,11.361328,6123.779297,1,924.817467,0.208534
3,-5,-0.338257,0.005382,4,-5,0.745209,-0.006394,0.221024,0,31,-0.089203,false,4869.296570,0.344543,-0.914490,953.711022,992.956170,0.284271,989.002683,0.906326,986.904111,934.135098,0.159546,988.512527,0.300751,-0.077475,9.904458,999.235365,-21.018311,-2926.757813,-4.651611,-1271.728516,-7.101563,-7689.941406,1,978.646185,0.419090
2,0,0.011505,0.020966,0,0,0.321075,-0.019901,0.686691,2,0,0.400116,true,2418.164368,0.180389,0.030792,954.974262,997.590215,0.067001,995.293170,0.277390,939.414879,994.687434,0.784271,994.538682,0.868103,0.041293,0.108595,998.976431,-18.027832,129.638672,-8.816895,1279.785156,-17.771484,6049.072266,0,990.174101,0.119598
5,-19,0.696503,-0.003974,3,-19,0.759399,0.007716,0.744186,1,12,-0.128448,true,5847.557678,0.009094,-0.298492,862.987109,967.174923,0.222763,996.016181,0.090332,989.826788,975.600355,0.951584,984.151166,0.450241,0.053653,3.667155,999.783313,-0.971191,-253.173828,15.044678,7977.050781,18.474609,3181.884766,2,971.436734,0.452965
3,19,0.509094,0.008939,0,19,0.444824,-0.008218,0.406265,1,16,-0.933472,true,1640.815735,0.869370,-0.353180,998.156557,982.127760,0.445938,999.675391,0.989777,991.068182,904.112541,0.252609,989.021460,0.050949,0.003247,8.501578,998.980582,23.468262,-2705.322266,0.426270,-2903.808594,-18.357422,6000.976563,2,917.632499,0.263817
3,-3,-0.659332,0.000380,5,-3,0.594940,-0.018846,0.720551,0,36,-0.318970,true,3072.530212,0.435898,0.836334,984.570098,985.885843,0.150620,968.213009,0.231201,987.216571,938.071855,0.635513,932.396921,0.816040,-0.046967,5.771412,997.806259,21.027832,-312.255859,-17.112305,-7755.371094,-3.945557,-4831.542969,2,778.724662,0.265633
3,-9,-0.343353,0.018105,5,-9,-0.771057,0.009876,0.579544,1,26,-0.795563,false,5973.462830,0.124390,0.886841,981.213569,980.562702,0.545578,989.329868,0.220184,971.815730,983.880903,0.604874,951.407863,0.551712,0.011569,0.343639,999.859686,6.775635,7023.193359,12.958008,2606.445313,-14.158447,-123.046875,0,871.182972,0.086151
1,-5,0.241028,0.001897,4,-5,0.165863,0.001353,0.516586,1,45,0.436096,false,4316.726379,0.753601,-0.979462,938.969549,912.491098,0.274658,953.092602,0.935455,994.110200,987.305230,0.608170,999.162910,0.246658,0.066876,6.208039,998.271109,-3.156006,-7210.937500,-13.969482,5723.632813,11.932617,2600.830078,2,937.100863,0.270340
2,11,-0.377563,0.012236,3,11,0.970154,0.014184,0.239243,0,34,0.352692,true,6710.628967,0.222504,0.149292,988.320292,963.908903,0.798889,983.274160,0.321381,988.750195,981.159969,0.129730,969.144725,0.079376,-0.019699,1.449133,998.560132,-14.749512,2790.771484,18.659912,3680.419922,11.373779,4579.589844,1,880.024392,0.205109
4,-22,0.608063,-0.020590,1,-22,-0.659027,0.009583,0.183136,0,47,-0.063995,true,6491.573486,0.941116,-0.753082,968.753076,981.830085,0.721588,970.184761,0.995712,990.725526,904.784315,0.472168,980.076626,0.461761,0.013766,0.338969,996.455325,13.086914,7990.478516,-23.027344,1102.783203,15.788818,-985.351563,2,753.698771,0.079712
0,-22,0.340851,-0.004877,5,-22,0.295258,-0.016163,0.369431,0,22,0.671783,true,1751.865540,0.803131,0.914764,997.245648,997.676784,0.316879,992.702211,0.951721,995.446711,982.665274,0.326157,978.257217,0.735016,0.063751,1.742982,998.490838,23.666016,-1623.046875,-0.374268,-3837.158203,9.556641,2208.740234,0,993.689618,0.449265
2,-11,0.137634,0.024319,2,-11,0.565033,-0.007397,0.153458,1,32,0.821564,false,3427.475586,0.670410,0.913452,995.552191,964.634215,0.285934,966.094382,0.305069,943.727652,997.957882,0.709396,964.363926,0.126816,0.082532,3.388110,999.175695,-20.443359,-5377.197266,16.112549,6297.851563,17.299805,-4250.000000,2,973.518340,0.200531
0,21,-0.387268,-0.010991,1,21,-0.008728,-0.003288,0.825027,1,15,0.832550,true,1489.826965,0.405594,-0.245911,989.319435,995.065274,0.526443,995.765451,0.112503,995.854384,988.563345,0.157532,968.483181,0.872223,0.069318,0.248371,999.726062,8.927490,-673.339844,4.869141,5069.091797,-22.826660,-5189.697266,0,991.045381,0.051704
5,3,-0.446777,0.008305,5,3,0.940216,0.020321,0.706223,1,46,0.252777,true,1790.952148,0.998978,-0.978241,948.575757,966.870164,0.827637,998.521480,0.664871,950.385423,984.954648,0.389420,977.742228,0.421127,-0.066751,3.423550,994.541915,13.380615,-1068.359375,0.330322,1528.564453,-1.856689,-3906.982422,1,836.133037,0.067589
4,-24,0.203918,-0.017149,1,-24,0.830078,-0.011365,0.014297,1,29,0.187744,true,1087.027893,0.273300,0.941467,989.993299,984.160409,0.500015,951.015930,0.378510,967.859512,994.698696,0.789932,998.108161,0.848343,-0.033997,7.111035,999.781264,-8.167969,-3727.539063,-7.439209,-3724.121094,7.332275,-3763.671875,0,940.472386,0.389565
2,-7,-0.618256,-0.019406,0,-7,-0.582672,0.004360,0.954926,1,37,-0.846222,false,1287.818604,0.771378,0.302368,978.303025,991.410549,0.983841,863.810137,0.401138,990.128420,982.658484,0.557297,994.402824,0.142624,-0.093900,0.100020,998.403964,6.353760,2016.845703,7.376953,615.234375,-14.512207,-1093.017578,1,835.903405,0.187523
2,0,-0.771881,0.022007,1,0,0.012939,-0.003179,0.955627,1,3,-0.886566,true,2428.514404,0.012146,0.692963,997.492000,964.959923,0.470245,965.712063,0.824982,964.077938,978.944442,0.315887,921.029546,0.846161,-0.043781,3.008671,998.430330,-12.395508,2956.542969,-11.616211,-6050.048828,10.399658,3989.013672,2,973.232590,0.398483
1,-6,-0.113831,-0.015170,1,-6,0.821594,0.007948,0.559357,0,8,0.422028,true,2085.380249,0.764847,-0.980103,968.546950,978.804977,0.375061,982.141627,0.338806,997.151212,976.365266,0.093460,966.787689,0.256424,0.052213,1.875140,999.236511,12.126709,6725.341797,-0.905273,-1412.841797,1.040039,3669.189453,0,841.386758,0.287285
2,15,-0.274353,-0.022357,2,15,0.652802,-0.003988,0.468033,2,46,0.734772,true,3026.015930,0.172531,-0.079987,998.376866,967.100490,0.544495,968.360497,0.966797,999.750962,966.410220,0.055176,975.443921,0.395050,-0.003198,2.456952,998.761941,-5.167969,620.117188,0.405762,-5560.302734,6.670166,-6489.013672,0,952.176615,0.226753
4,19,0.479523,0.015156,0,19,-0.579285,0.016127,0.337082,1,45,-0.230988,false,2735.606079,0.243195,-0.415924,971.832012,956.310960,0.251572,980.402269,0.482391,987.551340,989.664896,0.156708,962.809498,0.907074,0.075800,9.492756,999.656881,-7.003418,7926.025391,-2.428711,7846.679688,-1.822266,7436.523438,0,847.206330,0.287766
3,18,-0.454773,0.024770,1,18,0.009796,-0.023506,0.887848,2,22,0.821960,false,7640.062256,0.327591,-0.930725,991.193948,983.770683,0.372910,982.997999,0.916336,964.958389,990.935265,0.108887,997.801313,0.033829,-0.033411,0.132087,999.313000,1.553467,-3635.253906,-15.788818,-7338.134766,1.498535,-5773.925781,1,967.311427,0.495171
1,-21,0.401123,0.016667,2,-21,-0.704773,0.008312,0.571457,1,37,-0.228119,true,6561.710205,0.279114,-0.810516,943.796972,989.459915,0.892471,984.969111,0.185349,994.981895,959.042479,0.550720,984.677584,0.616821,-0.038998,3.484571,998.014573,10.510254,-4238.037109,5.961182,3823.730469,-21.551514,-7905.761719,1,995.949866,0.051598
4,-8,0.335114,-0.007206,4,-8,0.165527,-0.009034,0.015488,1,9,-0.633057,false,6242.442017,0.102753,0.795929,948.443772,979.863346,0.263000,976.475551,0.330399,925.703211,983.088659,0.104919,966.652004,0.294235,0.023703,0.103319,999.413326,-3.755127,-3129.150391,-20.217041,7384.765625,9.874512,3400.634766,1,939.476611,0.443802
4,20,0.852753,-0.022861,3,20,-0.460449,0.000337,0.405716,1,21,0.506805,true,5703.022461,0.962463,-0.051086,986.983066,982.440229,0.435806,887.003887,0.594971,990.158163,989.111046,0.955566,991.920049,0.716370,-0.075153,7.607689,999.927152,-21.312744,-6354.736328,21.610840,-5119.873047,-15.443848,-6541.992188,2,917.075423,0.462242
1,-2,0.955475,-0.021107,4,-2,-0.868195,0.003376,0.024872,1,14,0.936798,false,6827.158203,0.462891,0.120392,991.304624,932.699388,0.961029,935.714831,0.055923,974.476860,993.753387,0.153641,992.737706,0.596100,-0.097281,0.101162,996.930332,-13.437744,-6713.134766,5.691650,-5712.890625,-2.575195,-5029.541016,1,657.071815,0.149529
3,3,-0.227417,0.005519,3,3,0.819366,0.000564,0.096420,0,16,0.812866,true,4339.374695,0.235291,0.075653,962.844606,993.191199,0.800308,970.770326,0.789337,976.627603,977.084888,0.380753,991.320165,0.847672,-0.092032,0.192126,999.414011,-0.815918,-4611.816406,-4.989258,1181.884766,12.697998,1194.091797,2,831.717713,0.426880
2,-15,-0.814484,0.014619,4,-15,0.200623,0.021841,0.170822,1,43,-0.430420,true,5855.715942,0.437958,0.127594,997.683880,967.990120,0.591156,916.364467,0.007843,996.721877,992.718951,0.054413,972.713753,0.320602,-0.057062,0.259023,999.731265,20.895264,7059.570313,-16.882324,-1010.742188,-13.313965,70.068359,0,943.900090,0.128059
4,1,-0.767029,-0.023348,3,1,-0.717194,0.010961,0.342255,2,36,0.043701,false,5053.283691,0.832916,0.157349,990.921662,902.120781,0.651932,992.117078,0.700363,965.813013,977.744063,0.388000,932.496226,0.488129,-0.022656,0.521710,999.709680,22.607666,-1484.375000,-15.796143,-7426.757813,0.624756,202.392578,0,946.298364,0.157845
4,-7,-0.985474,0.003134,4,-7,0.352112,0.023965,0.753143,2,38,-0.504883,true,2315.638123,0.316879,-0.248718,962.602856,973.451234,0.639862,976.178418,0.700134,985.006261,961.145151,0.755508,989.433381,0.375504,0.086893,5.009291,999.785470,11.335693,-955.322266,-5.103516,-3310.546875,2.287354,-2677.734375,1,884.753669,0.322327
4,-22,0.667877,0.024267,4,-22,0.761719,0.021510,0.648148,1,5,-0.044128,false,5079.341431,0.748428,-0.053528,974.495674,994.010621,0.917587,950.940039,0.612183,966.220035,962.232305,0.667511,990.516806,0.349030,-0.081195,2.493950,997.632171,7.831787,-7184.814453,4.489014,-6136.962891,23.663086,7853.271484,2,930.119009,0.421387
